entname,enttypename,entid,enttypeid,byif_out_util_max,byif_in_util_pct10,byif_name,byif_out_util_pct10,byif_latency_c_avg,description,byif_com_speed_c,byif_out_bit_rate,byif_latency_c_max,byif_out_util_count,byif_out_util_avg,byif_bandwidth,byif_in_bit_rate,byif_errors_c,byif_in_util_count,byif_in_error_c,byif_in_util_avg,byif_in_util_max,byif_desc,location_site,byif_out_error_c
BG066,Network - Device,35075,sys:net:dev,3.226,0.174,CPE1,0.179,22.437,Branch,DNI-3,594105.395,26,24,0.594,100000000,1004497.666,0,24,0,1.004,9.956,Ethernet0/2/0_90,CIVIDATE AL PIANO,0
BG066,Network - Device,35075,sys:net:dev,0.003,0,LTE,0,15.229,Branch,DNI-3,28.51,21,24,0,100000000,28.208,0,24,0,0,0.003,LTE,CIVIDATE AL PIANO,0
BL031,Network - Device,47236,sys:net:dev,0.956,0.09,CPE2,0.056,17,Branch,DNI-3,152582.677,17,24,0.152,100000000,657023.739,0,24,0,0.656,10.873,Ethernet0/2/0_90,ALPAGO FARRA,0
BL031,Network - Device,47236,sys:net:dev,1.563,0.252,CPE1,0.147,16.031,Branch,DNI-3,387542.989,17,24,0.387,100000000,798554.229,0,24,0,0.798,6.537,Ethernet0/2/0_90,ALPAGO FARRA,0
BL031,Network - Device,47236,sys:net:dev,0.003,0,LTE,0,18.364,Branch,DNI-3,28.843,26,24,0,100000000,28.125,0,24,0,0,0.003,LTE,ALPAGO FARRA,0
BAPUT,Network - Device,42632,sys:net:dev,10.604,0,CPE2,0,30.223,Branch,DNI-8,3135056.442,278,48,3.135,100000000,5163407.75,0,48,0,5.163,31.228,GigabitEthernet0/0/0,BARI PUTIGNANI,0
BAPUT,Network - Device,42632,sys:net:dev,43.788,0,CPE1,0,15.218,Branch,DNI-8,4068311.052,25,48,4.068,100000000,4886764.072,0,48,0,4.886,24.891,GigabitEthernet0/0/0,BARI PUTIGNANI,0
BAPUT,Network - Device,42632,sys:net:dev,0,0,LTE,0,14.88,Branch,DNI-8,0,149,48,0,100000000,0,0,48,0,0,0,LTE,BARI PUTIGNANI,0
BN015,Network - Device,28939,sys:net:dev,33.936,1.111,CPE2,1.381,51.75,Branch,DNI-1,73013.197,170,24,3.564,2048000,101988.416,0,24,0,4.979,98.525,ATM0/0/0_100-aal5_layer,DUGENTA,0
BN015,Network - Device,28939,sys:net:dev,1.49,0.39,CPE1,0.334,27.77,Branch,DNI-1,147369.291,39,24,0.491,30000000,327069.343,0,24,0,1.09,12.101,GigabitEthernet0/0/0_100,DUGENTA,0
BN015,Network - Device,28939,sys:net:dev,0,0,LTE,0,32.072,Branch,WIMAX (30+2),0,288,24,0,2048000,0,0,24,0,0,0,LTE,DUGENTA,0
BG019,Network - Device,22924,sys:net:dev,0.548,0.051,CPE2,0.037,15.057,Branch,DNI-3,78273.52,20,48,0.078,100000000,139129.833,0,48,0,0.139,1.202,Ethernet0/2/0_90,FIORANO AL SERIO DON SEGHEZZI,0
BG019,Network - Device,22924,sys:net:dev,1.546,0.057,CPE1,0.053,11.552,Branch,DNI-3,113828.572,17,48,0.113,100000000,204629.885,0,48,0,0.204,6.681,Ethernet0/2/0_100,FIORANO AL SERIO DON SEGHEZZI,0
BG019,Network - Device,22924,sys:net:dev,0.003,0,LTE,0,10,Branch,DNI-3,14.239,10,48,0,100000000,14.01,0,48,0,0,0.003,LTE,FIORANO AL SERIO DON SEGHEZZI,0
BL029,Network - Device,65423,sys:net:dev,10.29,0.873,CPE2,0.656,38.322,Branch,DNI-2,109069.984,44,48,1.331,8192000,193717.307,0,48,0,2.364,30.894,ATM0/IMA1_1-aal5_layer,DOMEGGE DI CADORE,0
BL029,Network - Device,65423,sys:net:dev,6.376,1.047,CPE1,0.859,38.979,Branch,DNI-2,131977.526,46,48,1.611,8192000,187081.151,0,48,0,2.283,15.106,ATM0/IMA1_1-aal5_layer,DOMEGGE DI CADORE,0
BL029,Network - Device,65423,sys:net:dev,0.055,0,LTE,0,57.916,Branch,DNI-2,1944.828,94,48,0.023,8192000,2302.427,0,48,0,0.028,0.066,LTE,DOMEGGE DI CADORE,0
BG060,Network - Device,42767,sys:net:dev,0.693,0.067,CPE2,0.048,8.01,Branch,DNI-3,119458.239,9,48,0.119,100000000,204234.27,0,48,0,0.204,3.318,Ethernet0/2/0_100,TELGATE,0
BG060,Network - Device,42767,sys:net:dev,1.061,0.076,CPE1,0.068,9.062,Branch,DNI-3,193308.421,10,48,0.193,100000000,283824.109,0,48,0,0.283,3.212,Ethernet0/2/0_100,TELGATE,0
BG060,Network - Device,42767,sys:net:dev,0,0,LTE,0,10.848,Branch,DNI-3,0,17,48,0,100000000,0,0,48,0,0,0,LTE,TELGATE,0
BG051,Network - Device,38543,sys:net:dev,0.962,0.071,CPE2,0.046,7.986,Branch,DNI-3,108701.354,8,72,0.108,100000000,188422.065,0,72,0,0.188,2.136,Ethernet0/2/0_100,VERDELLO,0
BG051,Network - Device,38543,sys:net:dev,0.78,0.071,CPE1,0.063,11.718,Branch,DNI-3,148827.774,16,72,0.148,100000000,224729.097,0,72,0,0.224,1.975,Ethernet0/2/0_100,VERDELLO,0
BG051,Network - Device,38543,sys:net:dev,0,0,LTE,0,7.968,Branch,DNI-3,0,8,72,0,100000000,0,0,72,0,0,0,LTE,VERDELLO,0
BG065,Network - Device,26512,sys:net:dev,6.423,1.215,CPE2,0.766,15.145,Branch,DNI-3 (8+8),112432.77,17,24,1.372,8192000,156391.395,0,24,0,1.909,5.99,Ethernet0/2/0_100,CASTELLI CALEPIO CIVIDINO,0
BG065,Network - Device,26512,sys:net:dev,10.753,1.061,CPE1,1.068,23.031,Branch,DNI-3 (8+8),175146.572,44,24,2.138,8192000,225972.427,0,24,0,2.758,16.094,ATM0/IMA1_1-aal5_layer,CASTELLI CALEPIO CIVIDINO,0
BG065,Network - Device,26512,sys:net:dev,0,0,LTE,0,22.197,Branch,DNI-3 (8+8),0,47,24,0,8192000,0,0,24,0,0,0,LTE,CASTELLI CALEPIO CIVIDINO,0
BL082,Network - Device,49682,sys:net:dev,4.391,1.815,CPE1,2.139,29.468,ATM,A1,24364.697,41,24,2.379,1024000,26493.843,0,24,0,2.587,18.842,ATM0/2/0_90-aal5_layer,TAMBRE - ATM,0
BL082,Network - Device,49682,sys:net:dev,0,0,LTE,0,29.479,ATM,A1,0,40,24,0,1024000,0,0,24,0,0,0,LTE,TAMBRE - ATM,0
BL064,Network - Device,67858,sys:net:dev,9.288,0.962,CPE2,0.916,37.006,Branch,DNI-2,183761.461,57,72,2.243,8192000,291684.829,0,72,0,3.56,28.833,ATM0/IMA1_1-aal5_layer,S.STEFANO DI CADORE,0
BL064,Network - Device,67858,sys:net:dev,17.471,1.487,CPE1,1.245,28.795,Branch,DNI-2,232277.475,59,72,2.835,8192000,394788.975,0,72,0,4.819,35.673,ATM0/IMA1_1-aal5_layer,S.STEFANO DI CADORE,0
BL064,Network - Device,67858,sys:net:dev,0,0,LTE,0,27.788,Branch,DNI-2,0,66,72,0,8192000,0,0,72,0,0,0,LTE,S.STEFANO DI CADORE,0
BG008,Network - Device,44437,sys:net:dev,1.073,0.066,CPE2,0.061,14.5,Branch,DNI-3,175658.89,18,48,0.175,100000000,273838.427,0,48,0,0.273,3.242,Ethernet0/2/0_90,ALME',0
BG008,Network - Device,44437,sys:net:dev,1.686,0.104,CPE1,0.088,10.239,Branch,DNI-3,279644.046,22,48,0.279,100000000,374481.963,0,48,0,0.374,6.003,Ethernet0/2/0_100,ALME',0
BG008,Network - Device,44437,sys:net:dev,0.003,0,LTE,0,15.093,Branch,DNI-3,14.223,24,48,0,100000000,14.057,0,48,0,0,0.003,LTE,ALME',0
BL049,Network - Device,25752,sys:net:dev,0.272,0.239,CPE2,0.239,26.541,Branch,DNI-2,19872.697,29,24,0.242,8192000,19749.708,0,24,0,0.241,0.25,ATM0/IMA1_1-aal5_layer,MEL,0
BL049,Network - Device,25752,sys:net:dev,0.445,0.367,CPE1,0.412,25.468,Branch,DNI-2,34002.354,30,24,0.415,8192000,30306.739,0,24,0,0.369,0.392,ATM0/IMA1_1-aal5_layer,MEL,0
BL049,Network - Device,25752,sys:net:dev,0,0,LTE,0,25,Branch,DNI-2,0,25,24,0,8192000,0,0,24,0,0,0,LTE,MEL,0
BL054,Network - Device,41372,sys:net:dev,14.934,0.936,CPE2,0.865,15.322,Branch,DNI-2,237515.864,34,24,2.899,8192000,367043.979,0,24,0,4.48,22.095,Ethernet0/2/0_90,PIEVE DI CADORE,0
BL054,Network - Device,41372,sys:net:dev,10.957,0.956,CPE1,1.1,14.541,Branch,DNI-2,199549.322,24,24,2.435,8192000,274781.697,0,24,0,3.354,44.719,Ethernet0/2/0_90,PIEVE DI CADORE,0
BL054,Network - Device,41372,sys:net:dev,0,0,LTE,0,14.51,Branch,DNI-2,0,21,24,0,8192000,0,0,24,0,0,0,LTE,PIEVE DI CADORE,0
BISMA,Network - Device,50849,sys:net:dev,13.868,0.922,CPE2,0.655,5.538,Branch,DNI-4,228086.987,19,78,2.28,10000000,369988.589,0,78,0,3.699,40.759,GigabitEthernet0/0/0,BIELLA SANTA MARTA,0
BISMA,Network - Device,50849,sys:net:dev,20.01,1.293,CPE1,0.962,8.605,Branch,DNI-4,343977.676,24,78,3.439,10000000,451221.592,0,78,0,4.512,38.322,GigabitEthernet0/0/0,BIELLA SANTA MARTA,0
BISMA,Network - Device,50849,sys:net:dev,0,0,LTE,0,8.532,Branch,DNI-4,0,20,78,0,10000000,0,0,78,0,0,0,LTE,BIELLA SANTA MARTA,0
BG038,Network - Device,45345,sys:net:dev,0.539,0.062,CPE2,0.035,8.01,Branch,DNI-3,73434,9,24,0.073,100000000,142853.552,0,24,0,0.142,0.809,Ethernet0/2/0_90,URGNANO,0
BG038,Network - Device,45345,sys:net:dev,0.5,0.079,CPE1,0.074,15.583,Branch,DNI-3,130127.104,16,24,0.13,100000000,175603.51,0,24,0,0.175,1.083,Ethernet0/2/0_100,URGNANO,0
BG038,Network - Device,45345,sys:net:dev,0,0,LTE,0,8.947,Branch,DNI-2,0,9,24,0,8192000,0,0,24,0,0,0,LTE,URGNANO,0
BG063,Network - Device,41252,sys:net:dev,0.618,0.061,CPE2,0.039,10.006,Branch,DNI-3,95434.336,11,72,0.095,100000000,160339.659,0,72,0,0.16,1.902,Ethernet0/2/0_100,PALOSCO,0
BG063,Network - Device,41252,sys:net:dev,0.75,0.075,CPE1,0.058,11,Branch,DNI-3,132344.256,11,72,0.132,100000000,168497.225,0,72,0,0.168,1.903,Ethernet0/2/0_90,PALOSCO,0
BG063,Network - Device,41252,sys:net:dev,0.003,0,LTE,0,15.701,Branch,DNI-3,9.395,21,72,0,100000000,9.371,0,72,0,0,0.003,LTE,PALOSCO,0
BL038,Network - Device,54695,sys:net:dev,10.365,1.59,CPE2,1.11,22.826,Branch,DNI-1,100524.253,93,72,2.454,4096000,226551.885,0,72,0,5.531,44.254,ATM0/IMA1_1-aal5_layer,FONZASO,0
BL038,Network - Device,54695,sys:net:dev,13.01,2.1,CPE1,1.655,22.298,Branch,DNI-1,130285.246,71,72,3.18,4096000,188947.041,0,72,0,4.613,33.924,ATM0/IMA1_1-aal5_layer,FONZASO,0
BL038,Network - Device,54695,sys:net:dev,0,0,LTE,0,21.902,Branch,DNI-1,0,73,72,0,4096000,0,0,72,0,0,0,LTE,FONZASO,0
BG030,Network - Device,38696,sys:net:dev,1.445,0.087,CPE2,0.057,10.072,Branch,DNI-3,165298.895,16,24,0.165,100000000,239830.958,0,24,0,0.239,1.766,Ethernet0/2/0_100,ALBINO,0
BG030,Network - Device,38696,sys:net:dev,1.154,0.092,CPE1,0.088,18.76,Branch,DNI-3,220182.552,33,24,0.22,100000000,294212.937,0,24,0,0.294,2.23,Ethernet0/2/0_100,ALBINO,0
BG030,Network - Device,38696,sys:net:dev,0,0,LTE,0,10.229,Branch,DNI-3,0,19,24,0,100000000,0,0,24,0,0,0,LTE,ALBINO,0
BG005,Network - Device,67497,sys:net:dev,0.82,0.06,CPE2,0.041,12.493,Branch,DNI-3,97575.892,18,72,0.097,100000000,194104.25,0,72,0,0.194,1.707,Ethernet0/2/0_100,BERGAMO REDONA,0
BG005,Network - Device,67497,sys:net:dev,0.493,0.077,CPE1,0.073,16.621,Branch,DNI-3,129112.538,17,72,0.129,100000000,186957.194,0,72,0,0.186,1.308,Ethernet0/2/0_100,BERGAMO REDONA,0
BG005,Network - Device,67497,sys:net:dev,0,0,LTE,0,16.809,Branch,DNI-3,0,17,72,0,100000000,0,0,72,0,0,0,LTE,BERGAMO REDONA,0
BG079,Network - Device,47017,sys:net:dev,2.305,0.456,CPE1,0.654,26.52,ATM,A1,17703.281,291,24,0.864,2048000,21727.354,0,24,0,1.06,5.264,ATM0/2/0_100-aal5_layer,CENTRO COMMERCIALE MAPELLO - ATM,0
BG079,Network - Device,47017,sys:net:dev,0.113,0,LTE,0,25.447,ATM,A1,24.062,268,24,0.001,2048000,0.864,0,24,0,0,0.004,LTE,CENTRO COMMERCIALE MAPELLO - ATM,0
BA083,Network - Device,54826,sys:net:dev,1.231,0.074,CPE2,0.056,20.006,Branch,DNI-3,128611.138,21,72,0.128,100000000,231559.111,0,72,0,0.231,2.416,Ethernet0/2/0_100,MODUGNO,0
BA083,Network - Device,54826,sys:net:dev,1.197,0.067,CPE1,0.074,21.812,Branch,DNI-3,156397.072,23,72,0.156,100000000,290611.559,0,72,0,0.29,4.718,Ethernet0/2/0_100,MODUGNO,0
BA083,Network - Device,54826,sys:net:dev,0,0,LTE,0,20.003,Branch,DNI-3,0,21,72,0,100000000,0,0,72,0,0,0,LTE,MODUGNO,0
BL027,Network - Device,28587,sys:net:dev,1.293,0.174,CPE2,0.139,20.045,Branch,DNI-3,294636.531,22,72,0.294,100000000,526404.086,0,72,0,0.526,4.692,Ethernet0/2/0_90,CORTINA D'AMPEZZO,0
BL027,Network - Device,28587,sys:net:dev,1.622,0.139,CPE1,0.137,17.552,Branch,DNI-3,308732.583,22,72,0.308,100000000,410034.42,0,72,0,0.409,6.633,Ethernet0/2/0_90,CORTINA D'AMPEZZO,0
BL027,Network - Device,28587,sys:net:dev,0,0,LTE,0,20.774,Branch,DNI-3,0,32,72,0,100000000,0,0,72,0,0,0,LTE,CORTINA D'AMPEZZO,0
BG057,Network - Device,35629,sys:net:dev,0.557,0.078,CPE2,0.062,9.111,Branch,DNI-3,116887.687,12,72,0.116,100000000,194500.131,0,72,0,0.194,1.162,Ethernet0/2/0_90,MORNICO AL SERIO,0
BG057,Network - Device,35629,sys:net:dev,0.788,0.081,CPE1,0.072,8.006,Branch,DNI-3,127146.819,9,72,0.127,100000000,162497.666,0,72,0,0.162,1.064,Ethernet0/2/0_90,MORNICO AL SERIO,0
BG057,Network - Device,35629,sys:net:dev,0,0,LTE,0,12.322,Branch,DNI-3,0,18,72,0,100000000,0,0,72,0,0,0,LTE,MORNICO AL SERIO,0
BN014,Network - Device,67248,sys:net:dev,45.286,3.578,CPE2,4.351,38.109,Branch,DNI-1,426102.906,100,48,10.402,4096000,602439.984,0,48,0,14.708,79.303,Ethernet0/2/0_90,PONTE,0
BN014,Network - Device,67248,sys:net:dev,22.955,0,CPE1,0,26.619,Branch,DNI-1,134866.052,78,48,3.292,4096000,199434.994,0,48,0,4.869,36.498,Ethernet0/2/0_90,PONTE,0
BN014,Network - Device,67248,sys:net:dev,0,0,LTE,0,36.968,Branch,DNI-1,0,74,48,0,4096000,0,0,48,0,0,0,LTE,PONTE,0
BG069,Network - Device,29365,sys:net:dev,0.306,0.039,CPE2,0.029,16.645,Branch,DNI-3,70629.385,17,24,0.07,100000000,122366.812,0,24,0,0.122,0.673,Ethernet0/2/0_100,PONTE SAN PIETRO,0
BG069,Network - Device,29365,sys:net:dev,0.364,0.067,CPE1,0.062,9,Branch,DNI-3,100240.833,9,24,0.1,100000000,126010.01,0,24,0,0.126,0.588,Ethernet0/2/0_100,PONTE SAN PIETRO,0
BG069,Network - Device,29365,sys:net:dev,0,0,LTE,0,15.489,Branch,DNI-3,0,16,24,0,100000000,0,0,24,0,0,0,LTE,PONTE SAN PIETRO,0
BL045,Network - Device,53690,sys:net:dev,14.615,1.117,CPE2,0.792,19.822,Branch,DNI-1,51730.732,34,72,1.262,4096000,79733.614,0,72,0,1.946,20.947,Ethernet0/0/0_90,LIVINALLONGO  DEL COL DI LANA ARABBA,0
BL045,Network - Device,53690,sys:net:dev,21.054,1.789,CPE1,1.501,19.798,Branch,DNI-1,93167.635,78,72,2.274,4096000,127054.826,0,72,0,3.101,54.838,Ethernet0/0/0_90,LIVINALLONGO  DEL COL DI LANA ARABBA,0
BL045,Network - Device,53690,sys:net:dev,0,0,LTE,0,19.635,Branch,DNI-1,0,37,72,0,4096000,0,0,72,0,0,0,LTE,LIVINALLONGO  DEL COL DI LANA ARABBA,0
BL036,Network - Device,57146,sys:net:dev,3.59,0.271,CPE2,0.21,12.906,Branch,DNI-3,622690.864,17,24,0.622,100000000,1036645.062,0,24,0,1.036,10.93,Ethernet0/2/0_100,FELTRE,0
BL036,Network - Device,57146,sys:net:dev,2.202,0.212,CPE1,0.204,13.187,Branch,DNI-3,495478.562,14,24,0.495,100000000,785979.135,0,24,0,0.785,4.903,Ethernet0/2/0_100,FELTRE,0
BL036,Network - Device,57146,sys:net:dev,0,0,LTE,0,13.822,Branch,DNI-3,0,15,24,0,100000000,0,0,24,0,0,0,LTE,FELTRE,0
AO011,Network - Device,47840,sys:net:dev,0.645,0.054,CPE2,0.043,14.033,Branch,DNI-3,72956.425,17,30,0.072,100000000,108821.366,0,30,0,0.108,0.945,Ethernet0/2/0_90,COURMAYEUR,0
AO011,Network - Device,47840,sys:net:dev,0.627,0.083,CPE1,0.092,14,Branch,DNI-3,164435.225,14,30,0.164,100000000,206441.15,0,30,0,0.206,1.82,Ethernet0/2/0_90,COURMAYEUR,0
AO011,Network - Device,47840,sys:net:dev,0.003,0,LTE,0,14.016,Branch,DNI-3,23.008,15,30,0,100000000,22.491,0,30,0,0,0.003,LTE,COURMAYEUR,0
AN021,Network - Device,28001,sys:net:dev,0.68,0.09,CPE2,0.063,26.253,Branch,DNI-3,110606.298,29,72,0.11,100000000,194331.809,0,72,0,0.194,2.474,Ethernet0/2/0_100,CAMERANO,0
AN021,Network - Device,28001,sys:net:dev,0.933,0.092,CPE1,0.081,22.378,Branch,DNI-3,137051.777,26,72,0.137,100000000,170637.513,0,72,0,0.17,1.188,Ethernet0/2/0_100,CAMERANO,0
AN021,Network - Device,28001,sys:net:dev,0,0,LTE,0,29.385,Branch,DNI-3,0,31,72,0,100000000,0,0,72,0,0,0,LTE,CAMERANO,0
AN034,Network - Device,34914,sys:net:dev,0.544,0.049,CPE2,0.039,24.208,Branch,DNI-3,79586.041,25,24,0.079,100000000,121973.406,0,24,0,0.122,2.538,Ethernet0/2/0_100,OSIMO PIAZZA GALLO,0
AN034,Network - Device,34914,sys:net:dev,0.884,0.065,CPE1,0.079,25.02,Branch,DNI-3,127645.572,26,24,0.127,100000000,153452.385,0,24,0,0.153,2.513,Ethernet0/2/0_100,OSIMO PIAZZA GALLO,0
AN034,Network - Device,34914,sys:net:dev,0,0,LTE,0,25,Branch,DNI-3,0,25,24,0,100000000,0,0,24,0,0,0,LTE,OSIMO PIAZZA GALLO,0
AG035,Network - Device,28258,sys:net:dev,0.984,0.095,CPE2,0.068,33.531,Branch,DNI-3,141732.965,38,72,0.141,100000000,314206.19,0,72,0,0.314,5.921,Ethernet0/2/0_90,NARO,0
AG035,Network - Device,28258,sys:net:dev,0.792,0.099,CPE1,0.091,35.177,Branch,DNI-3,161975.416,36,72,0.161,100000000,247574.631,0,72,0,0.247,2.392,Ethernet0/2/0_90,NARO,0
AG035,Network - Device,28258,sys:net:dev,0,0,LTE,0,33.69,Branch,DNI-3,0,35,72,0,100000000,0,0,72,0,0,0,LTE,NARO,0
ANBAR,Network - Device,42724,sys:net:dev,6.226,0.628,CPE2,0.504,20.02,Branch,DNI-7,1114997.281,21,24,1.858,60000000,2042896.958,0,24,0,3.404,14.097,GigabitEthernet0/0/0_100,ANCONA BARACCOLA,0
ANBAR,Network - Device,42724,sys:net:dev,7.609,0.49,CPE1,0.544,19,Branch,DNI-7,1128485.916,19,24,1.88,60000000,1695286.468,0,24,0,2.825,11.614,GigabitEthernet0/0/0_100,ANCONA BARACCOLA,0
ANBAR,Network - Device,42724,sys:net:dev,0,0,LTE,0,23.031,Branch,DNI-7,0,24,24,0,60000000,0,0,24,0,0,0,LTE,ANCONA BARACCOLA,0
AL059,Network - Device,68837,sys:net:dev,3.731,1.852,CPE1,2.116,27.083,ATM,A1,23746.291,32,24,2.318,1024000,25361.01,0,24,0,2.476,11.606,ATM0/2/0_100-aal5_layer,SERRAVALLE SCRIVIA C. C.LE SERRAVALLE PARK - ATM,0
AL059,Network - Device,68837,sys:net:dev,0,0,LTE,0,27.687,ATM,A1,0,32,24,0,1024000,0,0,24,0,0,0,LTE,SERRAVALLE SCRIVIA C. C.LE SERRAVALLE PARK - ATM,0
AL026,Network - Device,48740,sys:net:dev,7.254,0.335,CPE2,0.341,21.683,Branch,DNI-2,71205.75,91,30,0.869,8192000,74369.691,0,30,0,0.907,5.898,ATM0/IMA1_100-aal5_layer,MIRABELLO MONFERRATO,0
AL026,Network - Device,48740,sys:net:dev,12.334,0.591,CPE1,0.752,16.05,Branch,DNI-2,136081.35,69,30,1.661,8192000,184469.866,0,30,0,2.251,24.592,ATM0/IMA1_100-aal5_layer,MIRABELLO MONFERRATO,0
AL026,Network - Device,48740,sys:net:dev,0,0,LTE,0,15.783,Branch,DNI-2,0,113,30,0,8192000,0,0,30,0,0,0,LTE,MIRABELLO MONFERRATO,0
AN001,Network - Device,22374,sys:net:dev,0.784,0.291,CPE2,0.295,21.02,Branch,DNI-3 (8+8),26486.375,23,48,0.323,8192000,31036.25,0,48,0,0.378,4.695,GigabitEthernet0/0/0_100,AGUGLIANO,0
AN001,Network - Device,22374,sys:net:dev,1.461,0.37,CPE1,0.426,19.578,Branch,DNI-3 (8+8),37502.328,22,48,0.457,8192000,35652.494,0,48,0,0.435,1.298,GigabitEthernet0/0/0_100,AGUGLIANO,0
AN001,Network - Device,22374,sys:net:dev,0,0,LTE,0,22.359,Branch,DNI-3 (8+8),0,24,48,0,8192000,0,0,48,0,0,0,LTE,AGUGLIANO,0
AN048,Network - Device,65387,sys:net:dev,0.532,0.122,CPE2,0.081,26.02,Branch,DNI-3,180353.072,28,24,0.18,100000000,281490.27,0,24,0,0.281,1.172,Ethernet0/2/0_90,FALCONARA MARITTIMA CASTELFERRETTI,0
AN048,Network - Device,65387,sys:net:dev,1.08,0.094,CPE1,0.104,21.25,Branch,DNI-3,225025.822,23,24,0.225,100000000,274081.208,0,24,0,0.274,2.583,Ethernet0/2/0_90,FALCONARA MARITTIMA CASTELFERRETTI,0
AN048,Network - Device,65387,sys:net:dev,0,0,LTE,0,23.031,Branch,DNI-3,0,26,24,0,100000000,0,0,24,0,0,0,LTE,FALCONARA MARITTIMA CASTELFERRETTI,0
AL012,Network - Device,46571,sys:net:dev,0.619,0.058,CPE2,0.036,16.006,Branch,DNI-3,55791.697,17,72,0.055,100000000,103427.097,0,72,0,0.103,1.61,Ethernet0/2/0_100,ALESSANDRIA SPINETTA MARENGO,0
AL012,Network - Device,46571,sys:net:dev,0.833,0.06,CPE1,0.058,20.701,Branch,DNI-3,110531.138,22,72,0.11,100000000,241894.972,0,72,0,0.241,3.808,Ethernet0/2/0_100,ALESSANDRIA SPINETTA MARENGO,0
AL012,Network - Device,46571,sys:net:dev,0,0,LTE,0,20.652,Branch,DNI-3,0,22,72,0,100000000,0,0,72,0,0,0,LTE,ALESSANDRIA SPINETTA MARENGO,0
AL038,Network - Device,28269,sys:net:dev,3.37,0.946,CPE1,1.281,27.02,ATM,A1,14913.671,63,48,1.456,1024000,36015.614,0,48,0,3.517,37.57,ATM0/2/0_100-aal5_layer,CENTRO COMM. MC ARTHUR GLEN SERRAVALLE - ATM,0
AL038,Network - Device,28269,sys:net:dev,0,0,LTE,0,30.302,ATM,A1,0,115,48,0,1024000,0,0,48,0,0,0,LTE,CENTRO COMM. MC ARTHUR GLEN SERRAVALLE - ATM,0
AG026,Network - Device,22125,sys:net:dev,1.188,0.095,CPE2,0.068,31.034,Branch,DNI-3,164069.072,36,72,0.164,100000000,288067.513,0,72,0,0.288,2.554,Ethernet0/2/0_100,AGRIGENTO VILLAGGIO MOSE' EX S.S. 115,0
AG026,Network - Device,22125,sys:net:dev,1.028,0.085,CPE1,0.083,30.711,Branch,DNI-3,196928.937,36,72,0.196,100000000,218008.708,0,72,0,0.218,1.199,Ethernet0/2/0_100,AGRIGENTO VILLAGGIO MOSE' EX S.S. 115,0
AG026,Network - Device,22125,sys:net:dev,0,0,LTE,0,31.048,Branch,DNI-3,0,35,72,0,100000000,0,0,72,0,0,0,LTE,AGRIGENTO VILLAGGIO MOSE' EX S.S. 115,0
AO010,Network - Device,24686,sys:net:dev,9.389,0.914,CPE2,0.557,16.375,Branch,DNI-2 W,151939.703,19,48,1.854,8192000,273563.802,0,48,0,3.339,24.132,Ethernet0/2/0_90,CHATILLON,0
AO010,Network - Device,24686,sys:net:dev,34.302,1.074,CPE1,1.075,14.895,Branch,DNI-2 W,252374.729,19,48,3.08,8192000,346911.583,0,48,0,4.234,54.619,Ethernet0/2/0_90,CHATILLON,0
AO010,Network - Device,24686,sys:net:dev,0,0,LTE,0,14.671,Branch,DNI-2 W,0,20,48,0,8192000,0,0,48,0,0,0,LTE,CHATILLON,0
AO007,Network - Device,55535,sys:net:dev,1.983,0.44,CPE1,0.622,18.812,ATM,A1,15971.729,19,24,0.779,2048000,20296.072,0,24,0,0.991,8.756,ATM0/2/0_100-aal5_layer,SUPERM. CIDAC AOSTA - ATM,0
AO007,Network - Device,55535,sys:net:dev,0,0,LTE,0,19.031,ATM,A1,0,21,24,0,2048000,0,0,24,0,0,0,LTE,SUPERM. CIDAC AOSTA - ATM,0
BL066,Network - Device,56891,sys:net:dev,0.926,0.073,CPE2,0.062,15.041,Branch,DNI-3,167443.708,18,24,0.167,100000000,333494.281,0,24,0,0.333,3.741,Ethernet0/2/0_100,SEDICO,0
BL066,Network - Device,56891,sys:net:dev,0.895,0.086,CPE1,0.094,12.302,Branch,DNI-3,225591.562,13,24,0.225,100000000,301110.937,0,24,0,0.301,1.749,Ethernet0/2/0_100,SEDICO,0
BL066,Network - Device,56891,sys:net:dev,0,0,LTE,0,13.041,Branch,DNI-3,0,17,24,0,100000000,0,0,24,0,0,0,LTE,SEDICO,0
BO010,Network - Device,42044,sys:net:dev,6.394,0.524,CPE2,0.35,8.02,Branch,DNI-6,365292.465,10,72,1.217,30000000,690583.993,0,72,0,2.301,19.385,GigabitEthernet0/0/0,BOLOGNA GALVANI,0
BO010,Network - Device,42044,sys:net:dev,8.132,0.599,CPE1,0.424,5.02,Branch,DNI-6,390532.694,7,72,1.301,30000000,641794.927,0,72,0,2.139,23.008,GigabitEthernet0/0/0,BOLOGNA GALVANI,0
BO010,Network - Device,42044,sys:net:dev,0,0,LTE,0,5.02,Branch,DNI-6,0,7,72,0,30000000,0,0,72,0,0,0,LTE,BOLOGNA GALVANI,0
BL002,Network - Device,46012,sys:net:dev,1.022,0.143,CPE2,0.116,10.989,Branch,DNI-3,241273.604,12,48,0.241,100000000,450988.026,0,48,0,0.45,2.381,Ethernet0/2/0_100,BELLUNO VIA V. VENETO,0
BL002,Network - Device,46012,sys:net:dev,1.14,0.125,CPE1,0.13,12.005,Branch,DNI-3,268618.953,13,48,0.268,100000000,386026.494,0,48,0,0.386,2.981,Ethernet0/2/0_100,BELLUNO VIA V. VENETO,0
