entname,enttypename,entid,enttypeid,byif_out_util_max,byif_in_util_pct10,byif_name,byif_out_util_pct10,byif_latency_c_avg,description,byif_com_speed_c,byif_out_bit_rate,byif_latency_c_max,byif_out_util_count,byif_out_util_avg,byif_bandwidth,byif_in_bit_rate,byif_errors_c,byif_in_util_count,byif_in_error_c,byif_in_util_avg,byif_in_util_max,byif_desc,location_site,byif_out_error_c
SP007,Network - Device,48948,sys:net:dev,0,0,LTE,0,13.128,Branch,DNI-3 (8+8),0,20,72,0,8192000,0,0,72,0,0,0,LTE,SARZANA,0
SP009,Network - Device,50997,sys:net:dev,0.901,0.088,CPE2,0.056,11.979,Branch,DNI-3,187069.765,14,48,0.187,100000000,302155.14,0,48,0,0.302,1.989,Ethernet0/2/0_100,LA SPEZIA VIALE ITALIA,0
SP009,Network - Device,50997,sys:net:dev,2.654,0.117,CPE1,0.122,12.526,Branch,DNI-3,355384.239,14,48,0.355,100000000,413356.453,0,48,0,0.413,3.651,Ethernet0/2/0_100,LA SPEZIA VIALE ITALIA,0
SP009,Network - Device,50997,sys:net:dev,0,0,LTE,0,12.526,Branch,DNI-3,0,15,48,0,100000000,0,0,48,0,0,0,LTE,LA SPEZIA VIALE ITALIA,0
SS011,Network - Device,64823,sys:net:dev,11.213,1.354,CPE2,0.925,28.036,Branch,DNI-1,72100.906,53,48,1.76,4096000,109634.156,0,48,0,2.676,13.19,GigabitEthernet0/0/0_100,OZIERI,0
SS011,Network - Device,64823,sys:net:dev,14.199,1.699,CPE1,1.592,29.718,Branch,DNI-1,108155.682,74,48,2.64,4096000,158532.52,0,48,0,3.87,26.484,GigabitEthernet0/0/0_100,OZIERI,0
SS011,Network - Device,64823,sys:net:dev,1.052,0,LTE,0,33.536,Branch,DNI-1,407.572,81,48,0.009,4096000,580.817,0,48,0,0.014,1.986,LTE,OZIERI,0
SA009,Network - Device,39992,sys:net:dev,36.787,3.411,CPE2,2.812,17.479,Branch,DNI-0,412504.989,22,48,10.07,4096000,783773.015,0,48,0,19.135,201.314,Ethernet0/2/0_90,NOCERA INFERIORE AMENDOLA,0
SA009,Network - Device,39992,sys:net:dev,0.067,0,LTE,0,15.109,Branch,DNI-0,14.203,21,48,0,4096000,14.057,0,48,0,0,0.066,LTE,NOCERA INFERIORE AMENDOLA,0
SS021,Network - Device,46522,sys:net:dev,1.52,0.09,CPE2,0.062,35.944,Branch,DNI-3,208944.427,177,72,0.208,100000000,425783.104,0,72,0,0.425,4.46,Ethernet0/2/0_100,SASSARI VIA BUDAPEST,0
SS021,Network - Device,46522,sys:net:dev,3.214,0.088,CPE1,0.101,28.878,Branch,DNI-3,300022.451,30,72,0.3,100000000,351102.934,0,72,0,0.351,3.814,Ethernet0/2/0_100,SASSARI VIA BUDAPEST,0
SS021,Network - Device,46522,sys:net:dev,0.004,0,LTE,0,30.034,Branch,DNI-3,13.85,33,72,0,100000000,6.35,0,72,0,0,0.002,LTE,SASSARI VIA BUDAPEST,0
SA010,Network - Device,68283,sys:net:dev,1.004,0.068,CPE2,0.039,31.236,Branch,DNI-3,144033.357,37,72,0.144,100000000,265386.18,0,72,0,0.265,1.175,Ethernet0/2/0_90,SARNO,0
SA010,Network - Device,68283,sys:net:dev,1.175,0.085,CPE1,0.073,30.114,Branch,DNI-3,172102.781,34,72,0.172,100000000,274895.003,0,72,0,0.274,5.054,Ethernet0/2/0_90,SARNO,0
SA010,Network - Device,68283,sys:net:dev,0,0,LTE,0,30.138,Branch,DNI-3,0,31,72,0,100000000,0,0,72,0,0,0,LTE,SARNO,0
SO005,Network - Device,53180,sys:net:dev,5.431,0.624,CPE2,0.488,7.388,Branch,DNI-4,118694.055,10,72,1.186,10000000,187458.135,0,72,0,1.874,15.671,GigabitEthernet0/0/0,LIVIGNO,0
SO005,Network - Device,53180,sys:net:dev,7.511,0.915,CPE1,0.74,7.163,Branch,DNI-4,145605.913,15,72,1.456,10000000,254479.711,0,72,0,2.544,37.459,GigabitEthernet0/0/0,LIVIGNO,0
SO005,Network - Device,53180,sys:net:dev,0.02,0,LTE,0,7.152,Branch,DNI-4,12.944,16,72,0,10000000,1.666,0,72,0,0,0.005,LTE,LIVIGNO,0
SS008,Network - Device,57790,sys:net:dev,18.252,2.462,CPE2,1.805,34.1,Branch,DNI-1,161009.461,84,72,3.93,4096000,276935.493,0,72,0,6.761,82.429,GigabitEthernet0/0/0_100,ARZACHENA,0
SS008,Network - Device,57790,sys:net:dev,33.278,2.436,CPE1,2.597,29.791,Branch,DNI-1,182115.684,61,72,4.446,4096000,225006.149,0,72,0,5.493,46.549,GigabitEthernet0/0/0_100,ARZACHENA,0
SS008,Network - Device,57790,sys:net:dev,2.134,0,LTE,0,33.635,Branch,DNI-1,460.51,78,72,0.011,4096000,523.75,0,72,0,0.012,1.894,LTE,ARZACHENA,0
SA002,Network - Device,24896,sys:net:dev,0.757,0.072,CPE2,0.064,34.26,Branch,DNI-3,162112.125,43,72,0.162,100000000,212358.208,0,72,0,0.212,1.298,Ethernet0/2/0_100,SALERNO WAGNER,0
SA002,Network - Device,24896,sys:net:dev,3.45,0.086,CPE1,0.085,24.159,Branch,DNI-3,238920.079,28,72,0.238,100000000,289890.687,0,72,0,0.289,2.316,Ethernet0/2/0_100,SALERNO WAGNER,0
SA002,Network - Device,24896,sys:net:dev,0,0,LTE,0,29.201,Branch,DNI-3,0,32,72,0,100000000,0,0,72,0,0,0,LTE,SALERNO WAGNER,0
SI014,Network - Device,52421,sys:net:dev,0.055,0,CPE2,0.015,25,Branch,DNI-3,18451.25,25,24,0.018,100000000,380.968,0,24,0,0,0.001,Ethernet0/2/0_100,,0
SI014,Network - Device,52421,sys:net:dev,0.92,0.14,CPE1,0.108,24.177,Branch,DNI-3,227540.104,25,24,0.227,100000000,350413.104,0,24,0,0.35,2.856,Ethernet0/2/0_100,,0
SA017,Network - Device,32197,sys:net:dev,10.185,0.858,CPE2,0.595,31.666,Branch,DNI-3 (8+8),231538.645,56,24,2.826,8192000,329790.552,0,24,0,4.025,15.22,GigabitEthernet0/0/0_100,MERCATO SAN SEVERINO,0
SA017,Network - Device,32197,sys:net:dev,14.113,0.829,CPE1,0.866,26.604,Branch,DNI-3 (8+8),243990.437,54,24,2.978,8192000,299505.906,0,24,0,3.656,32.34,GigabitEthernet0/0/0_100,MERCATO SAN SEVERINO,0
SA017,Network - Device,32197,sys:net:dev,0,0,LTE,0,33.666,Branch,DNI-3 (8+8),0,47,24,0,8192000,0,0,24,0,0,0,LTE,MERCATO SAN SEVERINO,0
SR046,Network - Device,39240,sys:net:dev,4.636,1.683,CPE1,2.083,57.822,ATM,A1,25670.375,72,24,2.506,1024000,30643.468,0,24,0,2.992,18.518,ATM0/2/0_100-aal5_layer,MELILLI,0
SO002,Network - Device,27981,sys:net:dev,0.774,0.052,CPE2,0.031,9.375,Branch,DNI-3,137083.302,28,24,0.137,100000000,263369.302,0,24,0,0.263,2.147,Ethernet0/2/0_90,MORBEGNO,0
SO002,Network - Device,27981,sys:net:dev,1.507,0.068,CPE1,0.066,10.083,Branch,DNI-3,197393.52,15,24,0.197,100000000,313308.697,0,24,0,0.313,2.705,Ethernet0/2/0_90,MORBEGNO,0
SO002,Network - Device,27981,sys:net:dev,0,0,LTE,0,18.27,Branch,DNI-3,0,29,24,0,100000000,0,0,24,0,0,0,LTE,MORBEGNO,0
SI001,Network - Device,40527,sys:net:dev,15.509,0.704,CPE2,0.554,43.906,Branch,DNI-4,235599.239,312,24,2.3,10240000,428829.281,0,24,0,4.187,39.906,GigabitEthernet0/0/0_100,SIENA QUINTO BERSAGLIERI,0
SI001,Network - Device,40527,sys:net:dev,18.04,2.297,CPE1,1.348,21.458,Branch,DNI-4,454317.822,74,24,4.436,10240000,716184.375,0,24,0,6.993,39.45,GigabitEthernet0/0/0_100,SIENA QUINTO BERSAGLIERI,0
SI001,Network - Device,40527,sys:net:dev,0,0,LTE,0,21.489,Branch,DNI-4,0,33,24,0,10240000,0,0,24,0,0,0,LTE,SIENA QUINTO BERSAGLIERI,0
SR034,Network - Device,57168,sys:net:dev,1.029,0.081,CPE2,0.071,35.01,Branch,DNI-3,227862.385,37,72,0.227,100000000,495925.465,0,72,0,0.495,2.408,Ethernet0/2/0_100,PACHINO,0
SR034,Network - Device,57168,sys:net:dev,2.138,0.13,CPE1,0.155,35.239,Branch,DNI-3,364002.795,37,72,0.364,100000000,697518.812,0,72,0,0.697,11.49,Ethernet0/2/0_100,PACHINO,0
SR034,Network - Device,57168,sys:net:dev,0.003,0,LTE,0,35.347,Branch,DNI-3,10.541,37,72,0,100000000,6.854,0,72,0,0,0.002,LTE,PACHINO,0
SR026,Network - Device,45264,sys:net:dev,0.491,0.115,CPE2,0.076,36,Branch,DNI-3,125746.979,36,24,0.125,100000000,245785.552,0,24,0,0.245,3.296,Ethernet0/2/0_100,FRANCOFONTE,0
SR026,Network - Device,45264,sys:net:dev,0.659,0.423,CPE1,0.156,35.052,Branch,DNI-3,235251.593,36,24,0.235,100000000,862084,0,24,0,0.862,3.736,Ethernet0/2/0_100,FRANCOFONTE,0
SR026,Network - Device,45264,sys:net:dev,0,0,LTE,0,32.01,Branch,DNI-3,0,33,24,0,100000000,0,0,24,0,0,0,LTE,FRANCOFONTE,0
SV015,Network - Device,40785,sys:net:dev,0.658,0.109,CPE2,0.094,15.02,Branch,DNI-3,173928.677,16,24,0.173,100000000,241108.729,0,24,0,0.241,0.92,Ethernet0/2/0_100,ALBENGA,0
SV015,Network - Device,40785,sys:net:dev,1.025,0.143,CPE1,0.142,11,Branch,DNI-3,263723.468,11,24,0.263,100000000,346658.093,0,24,0,0.346,2.499,Ethernet0/2/0_100,ALBENGA,0
SV015,Network - Device,40785,sys:net:dev,0,0,LTE,0,11.093,Branch,DNI-3,0,12,24,0,100000000,0,0,24,0,0,0,LTE,ALBENGA,0
SR013,Network - Device,53078,sys:net:dev,0.878,0.063,CPE2,0.043,34.913,Branch,DNI-3,95703.152,37,72,0.095,100000000,133687.569,0,72,0,0.133,0.781,Ethernet0/2/0_90,SORTINO,0
SR013,Network - Device,53078,sys:net:dev,0.756,0.083,CPE1,0.07,40.034,Branch,DNI-3,135557.753,41,72,0.135,100000000,222349.673,0,72,0,0.222,5.193,Ethernet0/2/0_90,SORTINO,0
SR013,Network - Device,53078,sys:net:dev,0.047,0,LTE,0,40.048,Branch,DNI-3,254.77,51,72,0,100000000,337.996,0,72,0,0,0.076,LTE,SORTINO,0
SA008,Network - Device,38742,sys:net:dev,10.679,0.772,CPE2,0.805,33.315,Branch,DNI-3 (8+8),175545.767,60,72,2.142,8192000,402216.5,0,72,0,4.909,51.09,GigabitEthernet0/0/0_100,EBOLI,0
SA008,Network - Device,38742,sys:net:dev,9.167,0.737,CPE1,0.854,35.631,Branch,DNI-3 (8+8),138000.795,46,72,1.684,8192000,172616.211,0,72,0,2.107,22.707,GigabitEthernet0/0/0_100,EBOLI,0
SA008,Network - Device,38742,sys:net:dev,0,0,LTE,0,32.392,Branch,DNI-3 (8+8),0,49,72,0,8192000,0,0,72,0,0,0,LTE,EBOLI,0
SR036,Network - Device,47703,sys:net:dev,1.958,0.068,CPE2,0.095,32.151,Branch,DNI-3,326083.479,37,48,0.326,100000000,433944.807,0,48,0,0.433,2.721,Ethernet0/2/0_100,SIRACUSA - UBI,0
SR036,Network - Device,47703,sys:net:dev,2.299,0.139,CPE1,0.132,33.25,Branch,DNI-3,493957.156,42,48,0.494,100000000,734163.572,0,48,0,0.734,5.636,Ethernet0/2/0_100,SIRACUSA - UBI,0
SR036,Network - Device,47703,sys:net:dev,0,0,LTE,0,35.14,Branch,DNI-3,0,39,48,0,100000000,0,0,48,0,0,0,LTE,SIRACUSA - UBI,0
SA023,Network - Device,29271,sys:net:dev,10.233,0.615,CPE2,0.38,57.055,Branch,DNI-3 (8+8),88961.857,83,72,1.085,8192000,167068.826,0,72,0,2.039,21.077,ATM0/IMA1_1-aal5_layer,FISCIANO - UNIVERSITA' DI SALERNO,0
SA023,Network - Device,29271,sys:net:dev,9.884,0.787,CPE1,0.692,25.225,Branch,DNI-3 (8+8),116400.02,55,72,1.42,8192000,151561.909,0,72,0,1.85,13.758,ATM0/IMA1_1-aal5_layer,FISCIANO - UNIVERSITA' DI SALERNO,0
SA023,Network - Device,29271,sys:net:dev,0,0,LTE,0,24.5,Branch,DNI-3 (8+8),0,44,72,0,8192000,0,0,72,0,0,0,LTE,FISCIANO - UNIVERSITA' DI SALERNO,0
SA013,Network - Device,46167,sys:net:dev,1.735,0.102,CPE2,0.097,20.375,Branch,DNI-3,253264.614,25,24,0.253,100000000,499139.916,0,24,0,0.499,4.595,Ethernet0/2/0_100,NOCERA INFERIORE PETROSINI,0
SA013,Network - Device,46167,sys:net:dev,2.76,0.106,CPE1,0.1,18.01,Branch,DNI-3,425396.145,19,24,0.425,100000000,721237.802,0,24,0,0.721,6.463,Ethernet0/2/0_100,NOCERA INFERIORE PETROSINI,0
SA013,Network - Device,46167,sys:net:dev,0,0,LTE,0,21.104,Branch,DNI-3,0,23,24,0,100000000,0,0,24,0,0,0,LTE,NOCERA INFERIORE PETROSINI,0
SR010,Network - Device,65755,sys:net:dev,0.67,0.123,CPE2,0.096,33.145,Branch,DNI-3,208951.791,37,24,0.209,100000000,305511.197,0,24,0,0.305,1.276,Ethernet0/2/0_100,SIRACUSA SAN SEBASTIANO,0
SR010,Network - Device,65755,sys:net:dev,0.872,0.191,CPE1,0.182,34.895,Branch,DNI-3,314832.197,36,24,0.314,100000000,416875.197,0,24,0,0.416,1.359,Ethernet0/2/0_100,SIRACUSA SAN SEBASTIANO,0
SR010,Network - Device,65755,sys:net:dev,0,0,LTE,0,34.927,Branch,DNI-3,0,35,24,0,100000000,0,0,24,0,0,0,LTE,SIRACUSA SAN SEBASTIANO,0
SA007,Network - Device,69851,sys:net:dev,15.044,1.933,CPE2,1.497,26.75,Branch,DNI-2,247981.197,42,72,3.027,8192000,528041.909,0,72,0,6.445,27.64,GigabitEthernet0/0/0_100,CAVA DEI TIRRENI,0
SA007,Network - Device,69851,sys:net:dev,11.64,1.848,CPE1,1.536,24.01,Branch,DNI-2,251418.104,40,72,3.069,8192000,420409.565,0,72,0,5.131,38.059,GigabitEthernet0/0/0_100,CAVA DEI TIRRENI,0
SA007,Network - Device,69851,sys:net:dev,0,0,LTE,0,27.458,Branch,DNI-2,0,34,72,0,8192000,0,0,72,0,0,0,LTE,CAVA DEI TIRRENI,0
SS022,Network - Device,47324,sys:net:dev,1.376,0.109,CPE2,0.089,32.755,Branch,DNI-3,191435.552,33,48,0.191,100000000,314280.833,0,48,0,0.314,3.116,Ethernet0/2/0_90,OLBIA ALDO MORO,0
SS022,Network - Device,47324,sys:net:dev,0.997,0.113,CPE1,0.127,27,Branch,DNI-3,242515.041,27,48,0.242,100000000,316455.177,0,48,0,0.316,3.656,Ethernet0/2/0_90,OLBIA ALDO MORO,0
SS022,Network - Device,47324,sys:net:dev,0.096,0,LTE,0,32.208,Branch,DNI-3,798.218,64,48,0,100000000,583.703,0,48,0,0,0.072,LTE,OLBIA ALDO MORO,0
SS013,Network - Device,42204,sys:net:dev,1.101,0.046,CPE2,0.056,26.072,Branch,DNI-3,113204.697,28,24,0.113,100000000,194871.489,0,24,0,0.194,5.649,Ethernet0/2/0_90,TEMPIO PAUSANIA,0
SS013,Network - Device,42204,sys:net:dev,0.393,0.043,CPE1,0.057,27.75,Branch,DNI-3,87505.854,30,24,0.087,100000000,155380.645,0,24,0,0.155,3.44,Ethernet0/2/0_90,TEMPIO PAUSANIA,0
SS013,Network - Device,42204,sys:net:dev,0,0,LTE,0,27.656,Branch,DNI-3,0,28,24,0,100000000,0,0,24,0,0,0,LTE,TEMPIO PAUSANIA,0
SI005,Network - Device,48604,sys:net:dev,1.16,0.069,CPE2,0.054,23.722,Branch,DNI-3,173716.503,27,72,0.173,100000000,265422.055,0,72,0,0.265,3.368,Ethernet0/2/0_90,SINALUNGA,0
SI005,Network - Device,48604,sys:net:dev,1.461,0.1,CPE1,0.083,26.715,Branch,DNI-3,242909.336,28,72,0.242,100000000,309661.59,0,72,0,0.309,1.813,Ethernet0/2/0_90,SINALUNGA,0
SI005,Network - Device,48604,sys:net:dev,0.004,0,LTE,0,25.586,Branch,DNI-3,13.114,34,72,0,100000000,3.013,0,72,0,0,0.001,LTE,SINALUNGA,0
SPCHI,Network - Device,48995,sys:net:dev,20.347,1.244,CPE2,0.946,8.479,Branch,DNI-5,753024.34,19,72,3.765,20000000,1199587.406,0,72,0,5.997,52.529,GigabitEthernet0/0/0,LA SPEZIA,0
SPCHI,Network - Device,48995,sys:net:dev,13.584,1.097,CPE1,1.037,8.211,Branch,DNI-5,618797.576,31,72,3.093,20000000,836482.024,0,72,0,4.182,25.583,GigabitEthernet0/0/0,LA SPEZIA,0
SPCHI,Network - Device,48995,sys:net:dev,0,0,LTE,0,8.177,Branch,DNI-5,0,17,72,0,20000000,0,0,72,0,0,0,LTE,LA SPEZIA,0
RO013,Network - Device,45028,sys:net:dev,31.91,1.858,CPE2,1.043,16.955,Branch,DNI-1,167831.66,111,78,4.097,4096000,296355.618,0,78,0,7.235,76.649,GigabitEthernet0/0/0_100,OCCHIOBELLO S.MARIA MADDALENA,0
RO013,Network - Device,45028,sys:net:dev,46.527,2.272,CPE1,1.812,14.49,Branch,DNI-1,201170.32,85,78,4.911,4096000,284095.019,0,78,0,6.935,63.721,GigabitEthernet0/0/0_100,OCCHIOBELLO S.MARIA MADDALENA,0
RO013,Network - Device,45028,sys:net:dev,0.07,0,LTE,0,14.804,Branch,DNI-1,9.153,91,78,0,4096000,8.269,0,78,0,0,0.063,LTE,OCCHIOBELLO S.MARIA MADDALENA,0
SA012,Network - Device,55909,sys:net:dev,0.93,0.123,CPE2,0.1,31.133,Branch,DNI-3,212547.391,38,30,0.212,100000000,395375.233,0,30,0,0.395,3.255,Ethernet0/2/0_100,PAGANI DE GASPERI,0
SA012,Network - Device,55909,sys:net:dev,0.664,0.103,CPE1,0.097,22.291,Branch,DNI-3,190531.416,28,30,0.19,100000000,252134.591,0,30,0,0.252,1.047,Ethernet0/2/0_100,PAGANI DE GASPERI,0
SA012,Network - Device,55909,sys:net:dev,0,0,LTE,0,22.766,Branch,DNI-3,0,28,30,0,100000000,0,0,30,0,0,0,LTE,PAGANI DE GASPERI,0
SS014,Network - Device,57062,sys:net:dev,0.407,0.045,CPE2,0.033,32.635,Branch,DNI-3,65999.27,33,24,0.066,100000000,109059.604,0,24,0,0.108,0.943,Ethernet0/2/0_90,VALLEDORIA,0
SS014,Network - Device,57062,sys:net:dev,1.04,0.073,CPE1,0.063,32.083,Branch,DNI-3,166473.854,35,24,0.166,100000000,333252.197,0,24,0,0.333,3.172,Ethernet0/2/0_90,VALLEDORIA,0
SS014,Network - Device,57062,sys:net:dev,0.041,0,LTE,0,35.239,Branch,DNI-3,788.447,49,24,0,100000000,760.427,0,24,0,0,0.061,LTE,VALLEDORIA,0
SR020,Network - Device,52331,sys:net:dev,0.949,0.527,CPE2,0.551,33.02,Branch,DNI-1,24027.229,34,24,0.586,4096000,24108.833,0,24,0,0.588,1.308,Ethernet0/0/0_90,BUCCHERI,0
SR020,Network - Device,52331,sys:net:dev,1.947,0.875,CPE1,0.937,35.5,Branch,DNI-1,40401.885,43,24,0.986,4096000,40803.114,0,24,0,0.996,4.204,Ethernet0/0/0_90,BUCCHERI,0
SR020,Network - Device,52331,sys:net:dev,0,0,LTE,0,34.989,Branch,DNI-1,0,35,24,0,4096000,0,0,24,0,0,0,LTE,BUCCHERI,0
SS001,Network - Device,67052,sys:net:dev,12.565,0.502,CPE2,0.422,24.093,Branch,DNI-6,513310.937,26,24,1.711,30000000,921249.927,0,24,0,3.07,31.119,GigabitEthernet0/0/0,SASSARI BATTISTI,0
SS001,Network - Device,67052,sys:net:dev,7.033,0.473,CPE1,0.546,26.385,Branch,DNI-6,457942.114,30,24,1.526,30000000,618024.427,0,24,0,2.06,20.287,GigabitEthernet0/0/0,SASSARI BATTISTI,0
SS001,Network - Device,67052,sys:net:dev,0,0,LTE,0,29.333,Branch,DNI-6,0,31,24,0,30000000,0,0,24,0,0,0,LTE,SASSARI BATTISTI,0
SV014,Network - Device,47086,sys:net:dev,0.673,0.057,CPE2,0.047,11.088,Branch,DNI-3,93566.25,14,48,0.093,100000000,155098.843,0,48,0,0.155,2.476,Ethernet0/2/0_100,FINALE LIGURE,0
SV014,Network - Device,47086,sys:net:dev,3.563,0.073,CPE1,0.071,12.135,Branch,DNI-3,162186.906,26,48,0.162,100000000,212206.223,0,48,0,0.212,3.903,Ethernet0/2/0_100,FINALE LIGURE,0
SV014,Network - Device,47086,sys:net:dev,0,0,LTE,0,12.036,Branch,DNI-3,0,16,48,0,100000000,0,0,48,0,0,0,LTE,FINALE LIGURE,0
SRARC,Network - Device,31214,sys:net:dev,6.552,0.425,CPE2,0.303,29.68,Main Building,DNI-7,870666.149,33,72,1.451,60000000,1489152.375,0,72,0,2.481,18.472,GigabitEthernet0/0/0_100,SIRACUSA ARCHIMEDE,0
SRARC,Network - Device,31214,sys:net:dev,10.586,0.404,CPE1,0.375,28.25,Main Building,DNI-7,1188902.555,30,72,1.981,60000000,1712248.604,0,72,0,2.853,18.664,GigabitEthernet0/0/0_100,SIRACUSA ARCHIMEDE,0
SRARC,Network - Device,31214,sys:net:dev,0.005,0,LTE,0,28.875,Main Building,DNI-7,9.527,30,72,0,60000000,9.371,0,72,0,0,0.004,LTE,SIRACUSA ARCHIMEDE,0
SR025,Network - Device,52207,sys:net:dev,2.021,0.123,CPE2,0.093,33.156,Branch,DNI-3,304977.437,36,24,0.304,100000000,627453.416,0,24,0,0.627,4.912,Ethernet0/2/0_100,FLORIDIA,0
SR025,Network - Device,52207,sys:net:dev,1.579,0.174,CPE1,0.159,34.041,Branch,DNI-3,336270.5,36,24,0.336,100000000,665961.916,0,24,0,0.665,6.223,Ethernet0/2/0_100,FLORIDIA,0
SR025,Network - Device,52207,sys:net:dev,0,0,LTE,0,30.208,Branch,DNI-3,0,33,24,0,100000000,0,0,24,0,0,0,LTE,FLORIDIA,0
SR029,Network - Device,53877,sys:net:dev,1.274,0.082,CPE2,0.056,31.031,Branch,DNI-3,175663.312,33,24,0.175,100000000,301171.927,0,24,0,0.301,4.758,Ethernet0/2/0_100,SIRACUSA GELONE,0
SR029,Network - Device,53877,sys:net:dev,1.764,0.092,CPE1,0.085,31.01,Branch,DNI-3,274117.937,32,24,0.274,100000000,470924.656,0,24,0,0.47,7.139,Ethernet0/2/0_100,SIRACUSA GELONE,0
SR011,Network - Device,35445,sys:net:dev,19.382,1.81,CPE2,1.083,42.343,Branch,DNI-3 (8+8),232768.02,50,24,2.841,8192000,596868.437,0,24,0,7.286,41.037,Ethernet0/2/0_100,LENTINI,0
SR011,Network - Device,35445,sys:net:dev,15.278,1.115,CPE1,1.548,29.458,Branch,DNI-3 (8+8),316221.583,41,24,3.86,8192000,439780.218,0,24,0,5.368,25.492,Ethernet0/2/0_100,LENTINI,0
SR011,Network - Device,35445,sys:net:dev,0.109,0,LTE,0,39.666,Branch,DNI-3 (8+8),164.5,64,24,0.002,8192000,79.343,0,24,0,0,0.055,LTE,LENTINI,0
SR012,Network - Device,53367,sys:net:dev,2.895,0.07,CPE2,0.053,37.864,Branch,DNI-3,237463.343,38,24,0.237,100000000,305772.812,0,24,0,0.305,3.269,Ethernet0/2/0_100,AUGUSTA,0
SR012,Network - Device,53367,sys:net:dev,2.625,0.142,CPE1,0.127,36.593,Branch,DNI-3,353729.697,40,24,0.353,100000000,663831.135,0,24,0,0.663,6.933,Ethernet0/2/0_100,AUGUSTA,0
SR012,Network - Device,53367,sys:net:dev,0,0,LTE,0,33.125,Branch,DNI-3,0,37,24,0,100000000,0,0,24,0,0,0,LTE,AUGUSTA,0
SA011,Network - Device,23032,sys:net:dev,3.188,0.075,CPE2,0.062,30.588,Branch,DNI-3,244265.015,47,48,0.244,100000000,396037.27,0,48,0,0.396,3.29,Ethernet0/2/0_100,SCAFATI,0
SA011,Network - Device,23032,sys:net:dev,2.672,0.086,CPE1,0.08,18.005,Branch,DNI-3,295128.552,20,48,0.295,100000000,425323.5,0,48,0,0.425,3.882,Ethernet0/2/0_100,SCAFATI,0
SA011,Network - Device,23032,sys:net:dev,0,0,LTE,0,22.197,Branch,DNI-3,0,24,48,0,100000000,0,0,48,0,0,0,LTE,SCAFATI,0
RO014,Network - Device,50171,sys:net:dev,1.049,0.059,CPE2,0.035,11.119,Branch,DNI-3,143722.026,13,48,0.143,100000000,247512.265,0,48,0,0.247,2.737,Ethernet0/2/0_90,PORTO VIRO,0
RO014,Network - Device,50171,sys:net:dev,0.948,0.079,CPE1,0.067,11.052,Branch,DNI-3,139899.536,14,48,0.139,100000000,169187.927,0,48,0,0.169,0.758,Ethernet0/2/0_90,PORTO VIRO,0
RO014,Network - Device,50171,sys:net:dev,0,0,LTE,0,11.302,Branch,DNI-3,0,13,48,0,100000000,0,0,48,0,0,0,LTE,PORTO VIRO,0
SA038,Network - Device,29565,sys:net:dev,26.456,1.158,CPE2,0.895,32.583,Branch,DNI-3 (8+8),260513.932,50,48,3.18,8192000,411654.479,0,48,0,5.025,41.055,GigabitEthernet0/0/0,PAGANI S.CHIARA,0
SA038,Network - Device,29565,sys:net:dev,26.748,0.937,CPE1,1.08,25.656,Branch,DNI-3 (8+8),231963.348,43,48,2.831,8192000,253814.463,0,48,0,3.098,30.204,GigabitEthernet0/0/0,PAGANI S.CHIARA,0
SA038,Network - Device,29565,sys:net:dev,0,0,LTE,0,30.869,Branch,DNI-3 (8+8),0,47,48,0,8192000,0,0,48,0,0,0,LTE,PAGANI S.CHIARA,0
SA022,Network - Device,52861,sys:net:dev,2.19,0.215,CPE2,0.173,22.286,Branch,DNI-3,462976.989,34,48,0.463,100000000,970585.406,0,48,0,0.97,10.455,Ethernet0/2/0_100,NOCERA INFERIORE VIA ROMA,0
SA022,Network - Device,52861,sys:net:dev,3.092,0.143,CPE1,0.14,21.005,Branch,DNI-3,361478.546,22,48,0.361,100000000,455715.031,0,48,0,0.455,2.717,Ethernet0/2/0_100,NOCERA INFERIORE VIA ROMA,0
SA022,Network - Device,52861,sys:net:dev,0,0,LTE,0,19.02,Branch,DNI-3,0,20,48,0,100000000,0,0,48,0,0,0,LTE,NOCERA INFERIORE VIA ROMA,0
TA002,Network - Device,39551,sys:net:dev,1.199,0.158,CPE2,0.093,31.989,Branch,DNI-3,276085.01,42,24,0.276,100000000,471496.947,0,24,0,0.471,2.894,Ethernet0/2/0_100,TARANTO VIA MARCHE,0
TA002,Network - Device,39551,sys:net:dev,2.078,0.124,CPE1,0.159,37.427,Branch,DNI-3,336539.927,45,24,0.336,100000000,398785.572,0,24,0,0.398,3.587,Ethernet0/2/0_100,TARANTO VIA MARCHE,0
TA002,Network - Device,39551,sys:net:dev,0,0,LTE,0,38.343,Branch,DNI-3,0,45,24,0,100000000,0,0,24,0,0,0,LTE,TARANTO VIA MARCHE,0
TO216,Network - Device,44544,sys:net:dev,0.775,0.054,CPE2,0.061,11.156,Branch,DNI-3,177470.223,14,48,0.177,100000000,272079.859,0,48,0,0.272,1.576,Ethernet0/2/0_100,GASSINO TORINESE,0
TO216,Network - Device,44544,sys:net:dev,1.051,0.092,CPE1,0.093,10.151,Branch,DNI-3,245715.812,13,48,0.245,100000000,290122.901,0,48,0,0.29,1.617,Ethernet0/2/0_100,GASSINO TORINESE,0
TO216,Network - Device,44544,sys:net:dev,0.003,0,LTE,0,10.89,Branch,DNI-3,14.229,17,48,0,100000000,14.057,0,48,0,0,0.003,LTE,GASSINO TORINESE,0
